the_geom,Borough,Feat_Type,OfficialNM,Honor_Name,Old_Name,ULURPCPNUM,Intro_NUM,Intro_Year,IntroMonth,Intro_Day,LL_NUM,LL_SEC,LL_Type,LLEffectDT,LL_Limits,Limits_ER,Repealed,Repeal_DT,Amended,Amend_DT,Amendt_TXT,AMDYRLLSEC
POINT (-74.00510707270729 40.731835383049166),Manhattan,Intersection name,None,Firefighter Bobby Beddia Way,None,none,1033,2009,6,30,046,23,Honorary,07/17/2009,At the intersection of Bedford Street and Barrow Street,,No,,No,,,
POINT (-73.89321520814426 40.85987420599136),Bronx,Intersection name,None,Donnette and Sean Sanz Place,None,none,1033,2009,6,30,046,28,Honorary,07/17/2009,At the intersection of East 188th Street and Webster Avenue,,No,,No,,,
POINT (-73.89081892317822 40.74906070998678),Queens,Intersection name,None,Corporal Jonathan Rivadeneira Corner,None,none,1033,2009,6,30,046,32,Honorary,07/17/2009,At the northeast corner of 75th Street and 37th Avenue,,No,,No,,,
POINT (-73.94728387001044 40.837806350768716),Manhattan,Intersection name,None,Alexander Felix Place,None,none,0931,2009,2,26,025,10,Honorary,04/20/2009,At the southwest corner of West 161'' Street and Riverside Drive,,Yes,7/17/2009,No,,,
POINT (-73.90326729872596 40.81512623735444),Bronx,Intersection name,None,Firefighter Peter A. Bielfeld Way,None,none,0931,2009,2,26,025,1,Honorary,04/20/2009,At the intersection of Prospect Avenue and Kelly Street,,No,,No,,,
POINT (-74.21291558227163 40.55426073854701),Staten Island,Intersection name,None,Lt. Brendan D. Pearson EMS STA 23 Way,None,none,0931,2009,2,26,025,6,Honorary,04/20/2009,At the intersection of Rossville Avenue and Veterans Road East,,No,,No,,,
POINT (-73.91843620828617 40.87290781132357),Manhattan,Intersection name,None,Homer Young Kennedy Way,None,none,0931,2009,2,26,025,8,Honorary,04/20/2009,At the southeast corner of Indian Road at West 218th Street,,No,,No,,,
POINT (-73.94678770497659 40.83802991272332),Manhattan,Intersection name,None,Alexander Felix Place,None,none,1033,2009,6,30,046,35,Honorary,07/17/2009,At the intersection of West 161st Street and Riverside Drive,,No,,No,,,
POINT (-73.86104712300309 40.8172645407929),Bronx,Intersection name,None,Franciscan Way,None,none,0931,2009,2,26,025,12,Honorary,04/20/2009,At the intersection of Theriot Avenue and Randall Avenue,,No,,No,,,
POINT (-73.84869086356727 40.82185523067362),Bronx,Intersection name,None,Reverend Dr. Jerry Mosby Way,None,none,0931,2009,2,26,025,13,Honorary,04/20/2009,At the intersection of Homer Avenue and Castle Hill Avenue,,No,,No,,,
POINT (-73.92648129215215 40.69414089524068),Brooklyn,Intersection name,None,Jose SucuzhaÑay Place,None,none,0931,2009,2,26,025,14,Honorary,04/20/2009,At the intersection of Bushwick Avenue and Kossuth Place,,No,,No,,,
POINT (-73.72586264217124 40.683241080599494),Queens,Intersection name,None,Joseph Albergo Way,None,none,0931,2009,2,26,025,15,Honorary,04/20/2009,At the intersection of Brookville Boulevard and Hook Creek Boulevard,,No,,No,,,
POINT (-73.86575295121027 40.85446040057031),Bronx,Intersection name,None,Mother Teresa Way,None,none,0931,2009,2,26,025,17,Honorary,04/20/2009,At the intersection of Lydig Avenue and Holland Avenue,,No,,No,,,
POINT (-73.85987929670794 40.57093017918664),Queens,Intersection name,None,Barbara's Way,None,none,0877,2008,12,9,064,1,Honorary,12/29/2008,On the southeast corner of Rockaway Beach Boulevard and Beach 144th Street,,No,,No,,,
POINT (-73.79158445825358 40.69849568163823),Queens,Intersection name,None,Reverend Gene McGhee Street,None,none,0877,2008,12,9,064,5,Honorary,12/29/2008,At the intersection of 164th Street and 107th Avenue,,No,,No,,,
POINT (-73.94085555139354 40.814105941770016),Manhattan,Intersection name,None,Samuel J. Battle Plaza,None,none,0877,2008,12,9,064,8,Honorary,12/29/2008,At the intersection of 135th Street and Lenox Avenue,,No,,No,,,
POINT (-73.93932481535882 40.8134579589055),Manhattan,Intersection name,None,Ella Baker Terrace,None,none,0877,2008,12,9,064,9,Honorary,12/29/2008,Lenox Terrace at 135th Street,,No,,No,,,
POINT (-73.78571900366609 40.71317205181154),Queens,Intersection name,None,Mother Mary Louis Way,None,none,0877,2008,12,9,064,13,Honorary,12/29/2008,At the intersection of Wexford Terrace and Edgerton Boulevard,,No,,No,,,
POINT (-74.04012133646272 40.62801677092819),Brooklyn,Intersection name,None,Richard Sherry Way,None,none,0877,2008,12,9,064,14,Honorary,12/29/2008,The west side of Shore Road and 83rd Street,,No,,No,,,
POINT (-74.00577729818428 40.71767664704201),Manhattan,Intersection name,None,Lorenzo Da Ponte Way,None,none,0877,2008,12,9,064,15,Honorary,12/29/2008,At the corner of Church Street and Leonard Street,,No,,No,,,
POINT (-74.14956091424648 40.540470843303225),Staten Island,Intersection name,None,"James ""Pop"" Colon Way",None,none,0877,2008,12,9,064,19,Honorary,12/29/2008,At the intersection of King Street and Osborne Avenue,,No,,No,,,
POINT (-74.13768350987579 40.56671786663597),Staten Island,Intersection name,None,Police Officer Edmund F. Lewis Way,None,none,0877,2008,12,9,064,20,Honorary,12/29/2008,At the intersection of Amber Street and Clarke Avenue,,No,,No,,,
POINT (-73.82084928864039 40.75224154406081),Queens,Intersection name,None,Corporal Julian Alberto Ramon Avenue,None,none,0877,2008,12,9,064,26,Honorary,12/29/2008,At the intersection of 45th Avenue and Kissena Boulevard,,No,,No,,,
POINT (-74.14885277800906 40.62524460523565),Staten Island,Intersection name,None,Granite Athletic Club Way,None,none,0877,2008,12,9,064,28,Honorary,12/29/2008,Underneath the Forest Avenue sign at the northwest corner of Richmond Avenue,,No,,No,,,
POINT (-74.09640814810155 40.61552002162728),Staten Island,Intersection name,None,Augustinian Academy Way,None,none,0877,2008,12,9,064,29,Honorary,12/29/2008,Underneath the Campus Road sign at the southwest corner of Howard Avenue,,No,,No,,,
POINT (-74.0807726461899 40.62959807722771),Staten Island,Intersection name,None,"Michael ""Tiger"" Heaney Street",None,none,0877,2008,12,9,064,30,Honorary,12/29/2008,Underneath the Beach Street sign at the northwest corner of Jackson Street,,Yes,12/20/2010,No,,,
POINT (-73.94268053635798 40.589247373113785),Brooklyn,Intersection name,None,Michael Fischetti Way,None,none,0877,2008,12,9,064,31,Honorary,12/29/2008,At the corner of East 27th Street and Avenue Z,,No,,No,,,
POINT (-73.95514745784705 40.59220701102719),Brooklyn,Intersection name,None,Mother Maria J. Fisher Way,None,none,0877,2008,12,9,064,32,Honorary,12/29/2008,At the corner of East 15th Street and Avenue X,,No,,No,,,
POINT (-74.13177398127537 40.605593495398594),Staten Island,Intersection name,None,William E. Rios Circle,None,none,0877,2008,12,9,064,33,Honorary,12/29/2008,At the corner of Westwood Avenue and Bradley Avenue,,No,,No,,,
POINT (-74.13765274646862 40.60325522290878),Staten Island,Intersection name,None,Turid S. Brandt Road,None,none,0877,2008,12,9,064,34,Honorary,12/29/2008,At the corner of Willowbrook Road and Sheraden Avenue,,No,,No,,,
POINT (-74.09030626034773 40.582797829647106),Staten Island,Intersection name,None,Kim Magrone Courtney Place,None,none,0877,2008,12,9,064,35,Honorary,12/29/2008,At the corner of Dongan Hills Avenue and Mason Avenue,,No,,No,,,
POINT (-73.8909416515146 40.74914613846627),Queens,Intersection name,None,Corporal Jonathan Rivadeneira Corner,None,none,0877,2008,12,9,064,38,Honorary,12/29/2008,At the northwest corner of 75th Street and 37th Avenue,,Yes,7/17/2009,No,,,
POINT (-73.84483424124477 40.84121164965839),Bronx,Intersection name,None,Larry Lusk Way,None,none,0877,2008,12,9,064,41,Honorary,12/29/2008,At the intersection of Frisby Avenue and Benson Avenue,,No,,No,,,
POINT (-73.95003654725667 40.67349564129276),Brooklyn,Intersection name,None,Syl Williamson Way,None,none,0877,2008,12,9,064,42,Honorary,12/29/2008,At the northeast corner of Nostrand Avenue and Park Place,,No,,No,,,
POINT (-73.94198232689135 40.6728820056889),Brooklyn,Intersection name,None,Shirley Chisholm Place,None,none,0877,2008,12,9,064,43,Honorary,12/29/2008,At the southwest corner of Park Place and Kingston Avenue,,No,,No,,,
POINT (-73.9499482310645 40.67439147409916),Brooklyn,Intersection name,None,Dr. Susan Smith McKinney-Steward Place,None,none,0877,2008,12,9,064,44,Honorary,12/29/2008,The northeast corner of Prospect Place and Nostrand Avenue,,No,,No,,,
POINT (-73.94987530369707 40.67529872207197),Brooklyn,Intersection name,None,Damon S. Allen Place,None,none,0877,2008,12,9,064,45,Honorary,12/29/2008,At the northeast corner of St. Marks Avenue and Nostrand Avenue,,No,,No,,,
POINT (-73.99242253508068 40.68983128266356),Brooklyn,Intersection name,None,Reverend Manuel T. Sanchez Corner,None,none,0877,2008,12,9,064,47,Honorary,12/29/2008,At the Northwest corner of Atlantic Avenue and Court Street,,No,,No,,,
POINT (-74.09488235101999 40.57191223694926),Staten Island,Corner name,None,Martin J. Egan Jr. Corner,None,none,0252,2002,8,15,028,1,Honorary,09/27/2002,the southeast corner of the intersection of Freeborn Street and Lincoln Avenue,,No,,No,,,
POINT (-74.10991988333409 40.62553681973863),Staten Island,Corner name,None,Jason DeFazio Way,None,none,0252,2002,8,15,028,11,Honorary,09/27/2002,the southeast corner of the intersection of Hartford Avenue and Matthews Avenue,,No,,No,,,
POINT (-74.21502891634091 40.54210369142652),Staten Island,Intersection name,None,Steven M. Hagis Way,Kramer Avenue,none,0252,2002,8,15,028,21,Honorary,09/27/2002,Kramer Avenue at the intersection of Winant Avenue,,No,,No,,,
POINT (-74.11321503917102 40.62856231665388),Staten Island,Intersection name,None,"Shawn E. Bowman, Jr. Way",None,none,0252,2002,8,15,028,50,Honorary,09/27/2002,at the intersection of Morrison Avenue and North Burgher Avenue,,No,,No,,,
POINT (-74.13112126539278 40.61646103258483),Staten Island,Intersection name,None,Firefighter Thomas P. Hannafin Place,None,none,0252,2002,8,15,028,51,Honorary,09/27/2002,at the intersection Jewett Avenue and Waters Avenue,,No,,No,,,
POINT (-74.11086770233555 40.62662383847147),Staten Island,Intersection name,None,"Robert J. Shay, Jr. Way",None,none,0252,2002,8,15,028,52,Honorary,09/27/2002,at the intersection of Bosworth and Bement Avenue,,No,,No,,,
POINT (-73.94802735730727 40.665333093324364),Brooklyn,Corner name,None,Benjamin Keefe Clark Way,None,none,0252,2002,8,15,028,54,Honorary,09/27/2002,the northeast corner of the intersection of New York Avenue and Montgomery Street,,No,,No,,,
POINT (-74.11900414038986 40.62585020149854),Staten Island,Corner name,None,Lt. Joseph Gullickson Way,None,none,0252,2002,8,15,028,68,Honorary,09/27/2002,the southeast corner of the intersection of Purcell Street and Clove Road,,No,,No,,,
POINT (-74.13071879160168 40.6125578453122),Staten Island,Intersection name,None,Brian Nunez Way,None,none,0252,2002,8,15,028,70,Honorary,09/27/2002,the intersection of Jewett Avenue and Victory Boulevard,,No,,No,,,
POINT (-74.11183663418146 40.63318063884403),Staten Island,Intersection name,None,Anne Marie Martino-Cramer Way,None,none,0252,2002,8,15,028,74,Honorary,09/27/2002,the southeast corner of the intersection of Cary Avenue and Bement Avenue,,No,,No,,,
POINT (-74.07188810705067 40.610300660263185),Staten Island,Corner name,None,Kristen L. Montanaro Way,None,none,0252,2002,8,15,028,75,Honorary,09/27/2002,the southeast corner of the intersection of Maryland Avenue and Foxhill Terrace,Error: it should be the northwest corner,No,,No,,,
POINT (-74.14017133227291 40.611411458968156),Staten Island,Corner name,None,Firefighter Lenny Ragaglia Way,None,none,0252,2002,8,15,028,76,Honorary,09/27/2002,the southeast corner of the intersection of Martin Avenue and Victory Boulevard,,Yes,1/7/2003,No,,,
POINT (-74.13593791653703 40.612179979371874),Staten Island,Corner name,None,Lt. Chuck Margiotta Way,None,none,0252,2002,8,15,028,77,Honorary,09/27/2002,the southeast corner of the intersection of Ingram Avenue and Victory Boulevard,,No,,No,,,
POINT (-74.116833803235 40.614867264555826),Staten Island,Corner name,None,Lt. Michael T. Quilty Way,None,none,0252,2002,8,15,028,79,Honorary,09/27/2002,the southeast corner of the intersection of Sanford Place and Slosson Avenue,,No,,No,,,
POINT (-74.1195234359247 40.62169117148407),Staten Island,Corner name,None,Assistant Chief Gerard A. Barbara Way,None,none,0252,2002,8,15,028,80,Honorary,09/27/2002,the northeast corner of the intersection of Martling Avenue and Slosson Avenue,Error: It should be the southeast corner,No,,No,,,
POINT (-73.89359431905969 40.700969621127555),Queens,Corner name,None,E.M.T. David Marc Sullins Place,None,none,0252,2002,8,15,028,81,Honorary,09/27/2002,between Myrtle Avenue and Central Avenue,,No,,No,,,
POINT (-73.91741655908068 40.82127725849896),Bronx,Intersection name,None,Sergeant Jose Velez Avenue,None,none,0428,2010,11,29,003,2,Honorary,12/20/2010,At the intersection of 156th Street and Courtlandt Avenue,,No,,No,,,
POINT (-73.8866890487264 40.656205102818994),Brooklyn,Intersection name,None,Kevin Oslen Hill Way,None,none,0428,2010,11,29,003,5,Honorary,12/20/2010,At the intersection of Wortman Avenue and Vermont Street,,No,,No,,,
POINT (-73.89854344078012 40.86767696959353),Bronx,Intersection name,None,Phyllis Yvonne Reed Plaza,None,none,0428,2010,11,29,003,9,Honorary,12/20/2010,At the intersection of Davidson Avenue and West Kingsbridge Road,,No,,No,,,
POINT (-73.83716738260061 40.69894213637895),Queens,Intersection name,None,Church of the Holy Child Jesus Plaza,None,none,0428,2010,11,29,003,12,Honorary,12/20/2010,At the intersection of 112th Street and 86th Avenue,,No,,No,,,
POINT (-73.9376437347053 40.818510592112325),Manhattan,Intersection name,None,Jack Johnson Place,None,none,0428,2010,11,29,003,14,Honorary,12/20/2010,At the intersection of Lenox Avenue and 142nd Street,,Yes,7/11/2011,No,,,
POINT (-73.91787128374719 40.69853669903802),Brooklyn,Intersection name,None,Anna Chineda Carter Square,None,none,0428,2010,11,29,003,17,Honorary,12/20/2010,At the intersection of Bleecker Street and Knickerbocker Avenue,,No,,No,,,
POINT (-73.85578755360078 40.74522968648553),Queens,Intersection name,None,Staff Sergeant Luis Manuel Gonzalez Street,None,none,0428,2010,11,29,003,18,Honorary,12/20/2010,At the southeast corner 108th Street and 49th Avenue,,Yes,7/11/2011,No,,,
POINT (-74.00585319959886 40.618370476823486),Brooklyn,Intersection name,None,Dr. Giacomo J. Buscaino Place,None,none,0428,2010,11,29,003,21,Honorary,12/20/2010,At the intersection of 76th Street and 14th Avenue,,Yes,7/11/2011,No,,,
POINT (-74.00543941234208 40.61893596013542),Brooklyn,Intersection name,None,Joe 'The Great' Rollino Corner,None,none,0428,2010,11,29,003,22,Honorary,12/20/2010,At the southwest corner of Bay Ridge Parkway and 14th Avenue,,Yes,3/7/2012,No,,,
POINT (-74.0366426270759 40.63441455613674),Brooklyn,Intersection name,None,Auxiliary Captain Linying Gong Way,None,none,0428,2010,11,29,003,23,Honorary,12/20/2010,At the northeast corner of Shore Road and 74th Street,,No,,No,,,
POINT (-74.03310842044337 40.62564705118137),Brooklyn,Intersection name,None,Angela Piccini Canade Way,None,none,0428,2010,11,29,003,24,Honorary,12/20/2010,At the intersection of 84th Street and Ridge Boulevard,,No,,No,,,
POINT (-74.0064369405163 40.68057336818725),Brooklyn,Intersection name,None,Seven In Heaven Way,None,none,0428,2010,11,29,003,25,Honorary,12/20/2010,At the intersection of Richards Street and Seabring Street,,No,,No,,,
POINT (-73.99934695849039 40.67227260157708),Brooklyn,Intersection name,None,FF Ronnie L. Henderson Way,None,none,0428,2010,11,29,003,26,Honorary,12/20/2010,At the intersection of Lorraine Street and Smith Street,,No,,No,,,
POINT (-74.0180600446744 40.64432628219947),Brooklyn,Intersection name,None,Basil 'Bob' Stonbely Way,None,none,0428,2010,11,29,003,28,Honorary,12/20/2010,At the intersection of 56th Street and 3rd Avenue,,No,,No,,,
POINT (-73.99859766648572 40.659911629028414),Brooklyn,Intersection name,None,Andrew DiOrio Boulevard,None,none,0428,2010,11,29,003,29,Honorary,12/20/2010,At the intersection of 26th Street and 4th Avenue,,Yes,7/11/2011,No,,,
POINT (-73.99569722606402 40.66269515220326),Brooklyn,Intersection name,None,Anthony J. Leone Way,None,none,0428,2010,11,29,003,30,Honorary,12/20/2010,At the intersection of 21st Street and 4th Avenue,,No,,No,,,
POINT (-74.02195278020552 40.637452235711905),Brooklyn,Intersection name,None,Abe Kanter Way,None,none,0428,2010,11,29,003,31,Honorary,12/20/2010,At the intersection of 66th Street and 4th Avenue,,Yes,7/11/2011,No,,,
POINT (-74.15853876164144 40.56054573558048),Staten Island,Intersection name,None,Rafael Vega Way,None,none,0428,2010,11,29,003,34,Honorary,12/20/2010,At the intersection of Colon Avenue and Gurley Avenue,,No,,No,,,
POINT (-74.08360775116246 40.59791241337214),Staten Island,Intersection name,None,Dr. Gianpaolo Maestrone Corner,None,none,0428,2010,11,29,003,38,Honorary,12/20/2010,At the intersection of Parkinson Avenue and Hylan Boulevard,,No,,No,,,
POINT (-74.0999637551211 40.561884567587335),Staten Island,Intersection name,None,Father Gannon Court,None,none,0428,2010,11,29,003,39,Honorary,12/20/2010,At the intersection of Cedar Grove Avenue and Marine Way,,No,,No,,,
POINT (-74.14709669902838 40.61706028743573),Staten Island,Intersection name,None,John “Jack” P. Meade Way,None,none,0428,2010,11,29,003,40,Honorary,12/20/2010,At the intersection of Hawthorne Avenue and Watchogue Road,,No,,No,,,
POINT (-74.14817311563687 40.61396609675307),Staten Island,Intersection name,None,Dominick S. Florio Way,None,none,0428,2010,11,29,003,41,Honorary,12/20/2010,At the intersection of Thurston Street and Hawthorne Avenue,,No,,No,,,
